age,annual_income,credit_score,employment_type,loan_amount,monthly_existing_emis,loan_purpose,loan_tenure_months,years_in_current_job,total_work_experience,existing_loan_count,residential_status,number_of_dependents,city_tier,education_level,marital_status,bank_account_vintage_months,risk_score,approval_status,dti_ratio,loan_to_income_ratio
45,964541,746,Self-Employed,1457025,11485,Education,84,2.8,9.4,2,Rented,2,Tier-2,High-School,Married,118,69.78,MANUAL_REVIEW,44.85,1.51
26,1113082,649,Salaried,3092997,31800,Education,120,1.2,3.9,3,Family-Owned,4,Tier-1,Graduate,Single,113,43.18,MANUAL_REVIEW,79.28,2.78
21,892387,700,Government,1101956,13146,Personal,36,0.0,0.0,1,Rented,3,Tier-3,Post-Graduate,Married,129,53.9,MANUAL_REVIEW,65.84,1.23
34,510493,559,Salaried,4857899,12993,Home,300,4.5,9.3,1,Rented,1,Metro,Graduate,Divorced,55,31.26,REJECTED,138.36,9.52
34,699002,532,Salaried,4208668,16190,Home,360,3.2,3.2,1,Company-Provided,2,Tier-3,Post-Graduate,Single,137,30.44,REJECTED,93.89,6.02
40,900732,564,Self-Employed,1700186,0,Medical,48,8.8,8.8,0,Owned,2,Tier-3,Professional,Married,211,42.86,MANUAL_REVIEW,57.99,1.89
44,1605940,725,Salaried,2849386,0,Education,120,2.0,2.0,0,Rented,0,Metro,Post-Graduate,Divorced,190,80.2,APPROVED,28.73,1.77
34,1972359,765,Self-Employed,10000000,48674,Home,300,3.9,5.9,3,Rented,4,Tier-1,Post-Graduate,Married,21,60.48,MANUAL_REVIEW,87.06,5.07
53,1831753,834,Self-Employed,10000000,17565,Business,120,3.7,19.6,3,Rented,2,Tier-3,Professional,Single,144,60.6,MANUAL_REVIEW,99.9,5.46
37,859947,582,Salaried,4985740,23115,Home,360,5.2,9.0,3,Rented,4,Tier-3,Post-Graduate,Divorced,196,34.1,REJECTED,95.9,5.8
31,492835,399,Self-Employed,4577649,13905,Home,240,4.1,4.1,1,Family-Owned,2,Tier-3,Post-Graduate,Single,100,27.92,REJECTED,145.14,9.29
21,378263,667,Salaried,571518,0,Vehicle,48,0.0,0.0,0,Company-Provided,2,Tier-3,Post-Graduate,Single,189,55.3,MANUAL_REVIEW,46.42,1.51
32,1612589,651,Salaried,1415535,32580,Medical,36,3.0,3.0,3,Rented,1,Tier-3,Professional,Married,233,59.6,MANUAL_REVIEW,58.48,0.88
31,568274,664,Self-Employed,5591189,10544,Home,240,4.6,7.7,3,Rented,3,Tier-3,Post-Graduate,Married,34,42.54,MANUAL_REVIEW,140.14,9.84
44,4214159,780,Salaried,5133157,71206,Medical,36,6.4,18.0,2,Family-Owned,0,Tier-1,Graduate,Single,207,74.7,APPROVED,67.78,1.22
39,1302283,799,Salaried,1160727,41061,Medical,48,5.1,8.7,1,Company-Provided,4,Metro,Graduate,Married,180,74.34,APPROVED,65.22,0.89
23,995973,814,Salaried,1656929,27100,Personal,60,0.8,0.8,1,Owned,2,Tier-2,Graduate,Married,43,60.06,MANUAL_REVIEW,75.56,1.66
36,393603,760,Salaried,861348,10154,Personal,48,2.6,9.6,2,Rented,1,Metro,Post-Graduate,Single,43,64.12,MANUAL_REVIEW,98.19,2.19
41,1179220,767,Salaried,7764211,37114,Home,300,7.3,11.2,1,Rented,2,Tier-2,Post-Graduate,Single,97,63.74,MANUAL_REVIEW,112.37,6.58
50,469696,705,Salaried,3497271,8009,Home,240,0.8,19.4,1,Rented,2,Tier-2,Graduate,Married,104,47.9,MANUAL_REVIEW,109.67,7.45
43,3261789,800,Salaried,7469171,78566,Personal,60,5.0,6.7,2,Owned,3,Tier-3,Post-Graduate,Single,102,68.44,MANUAL_REVIEW,87.97,2.29
42,2334603,619,Government,6765096,59496,Business,60,12.6,16.6,2,Company-Provided,1,Tier-1,Professional,Divorced,228,50.4,MANUAL_REVIEW,105.32,2.9
35,1801135,723,Government,2812037,0,Personal,60,4.4,4.4,0,Owned,0,Tier-2,Post-Graduate,Married,77,73.88,APPROVED,40.27,1.56
38,370550,704,Salaried,3053668,12316,Home,360,2.9,7.1,1,Owned,3,Tier-3,High-School,Married,228,50.92,MANUAL_REVIEW,130.34,8.24
47,1559420,813,Salaried,10000000,29649,Home,180,3.4,3.4,2,Owned,3,Tier-1,Post-Graduate,Single,117,61.48,MANUAL_REVIEW,107.88,6.41
21,1160181,637,Self-Employed,1259413,0,Personal,48,0.0,0.0,0,Rented,1,Tier-2,Professional,Married,59,49.1,MANUAL_REVIEW,33.35,1.09
31,1717943,622,Salaried,2683100,31503,Personal,24,6.4,6.4,3,Rented,0,Tier-2,Graduate,Single,202,46.68,MANUAL_REVIEW,108.92,1.56
27,423794,652,Salaried,4034203,4426,Home,240,1.4,1.4,2,Owned,2,Metro,Graduate,Married,236,40.58,REJECTED,126.58,9.52
38,751113,707,Salaried,2035686,8107,Personal,60,3.7,14.5,3,Owned,1,Metro,Graduate,Single,107,61.3,MANUAL_REVIEW,82.86,2.71
47,911014,660,Salaried,5257347,0,Business,180,7.9,18.3,0,Owned,0,Tier-2,Post-Graduate,Married,125,46.1,MANUAL_REVIEW,76.55,5.77
29,548475,700,Salaried,1925172,0,Home,360,3.5,3.5,0,Rented,2,Tier-1,Post-Graduate,Married,218,75.4,APPROVED,38.53,3.51
21,1460258,794,Freelancer,10000000,0,Home,240,0.0,0.0,0,Company-Provided,3,Tier-1,Graduate,Married,158,50.2,MANUAL_REVIEW,82.04,6.85
30,300000,560,Self-Employed,925595,6338,Home,240,2.6,3.0,1,Owned,2,Tier-3,Graduate,Married,239,34.7,REJECTED,62.32,3.09
44,1462818,790,Self-Employed,2231641,18450,Medical,48,2.3,2.3,1,Rented,2,Tier-1,High-School,Single,14,64.76,MANUAL_REVIEW,62.01,1.53
40,659572,535,Self-Employed,2141889,0,Education,60,7.0,13.9,0,Rented,5,Tier-3,Graduate,Single,154,36.48,REJECTED,83.76,3.25
39,628522,743,Salaried,1221979,0,Personal,12,5.9,13.6,0,Rented,3,Metro,Post-Graduate,Single,60,64.02,MANUAL_REVIEW,205.66,1.94
32,300000,630,Salaried,680995,3046,Business,180,0.6,0.6,1,Rented,0,Tier-1,High-School,Married,71,41.22,MANUAL_REVIEW,42.29,2.27
22,370957,701,Salaried,1137542,12039,Education,84,0.8,0.8,1,Rented,1,Tier-2,Graduate,Single,106,51.06,MANUAL_REVIEW,100.99,3.07
40,2148740,624,Salaried,10000000,69014,Home,360,2.9,14.7,1,Rented,2,Metro,Post-Graduate,Single,75,44.74,MANUAL_REVIEW,89.63,4.65
26,691293,659,Self-Employed,1472676,0,Personal,48,4.6,4.6,0,Family-Owned,2,Tier-1,Post-Graduate,Single,25,48.92,MANUAL_REVIEW,65.45,2.13
56,623716,707,Salaried,1490253,10269,Personal,60,4.1,4.1,3,Family-Owned,2,Tier-3,Professional,Single,210,58.72,MANUAL_REVIEW,81.38,2.39
40,894860,481,Freelancer,3250354,25127,Home,180,0.8,11.4,1,Company-Provided,1,Tier-2,Graduate,Married,83,30.88,REJECTED,81.88,3.63
29,1649105,844,Salaried,10000000,0,Home,300,1.8,1.8,0,Rented,1,Metro,High-School,Single,136,55.96,MANUAL_REVIEW,68.71,6.06
28,639679,689,Self-Employed,1400772,0,Personal,48,2.8,2.8,0,Owned,0,Tier-1,Post-Graduate,Married,113,47.26,MANUAL_REVIEW,67.28,2.19
34,2794229,781,Salaried,10000000,0,Business,84,3.4,3.4,0,Rented,0,Tier-1,High-School,Divorced,110,62.68,MANUAL_REVIEW,72.41,3.58
32,1723146,723,Salaried,10000000,0,Home,180,2.1,4.9,0,Family-Owned,3,Tier-2,High-School,Single,49,53.58,MANUAL_REVIEW,76.98,5.8
46,1373310,627,Salaried,3097808,41401,Personal,36,2.8,2.8,1,Company-Provided,4,Metro,Graduate,Single,174,40.56,REJECTED,124.16,2.26
36,854703,599,Self-Employed,1230126,17053,Medical,48,4.6,4.6,4,Owned,0,Tier-1,Graduate,Married,158,38.02,REJECTED,68.16,1.44
27,1611027,715,Self-Employed,6896190,0,Home,360,0.4,0.4,0,Family-Owned,4,Metro,Graduate,Widowed,56,59.38,MANUAL_REVIEW,46.99,4.28
53,1096579,742,Salaried,1669065,15270,Personal,60,7.9,15.7,2,Rented,1,Tier-1,Graduate,Divorced,20,67.2,MANUAL_REVIEW,55.97,1.52
35,795121,617,Salaried,2370974,9206,Personal,60,1.6,4.2,3,Rented,3,Metro,Post-Graduate,Married,111,37.74,REJECTED,90.81,2.98
42,760881,680,Salaried,4589454,9019,Home,300,1.6,12.4,1,Owned,0,Tier-1,Post-Graduate,Married,210,43.58,MANUAL_REVIEW,82.57,6.03
28,1011393,734,Freelancer,2591177,0,Business,180,3.2,3.2,0,Family-Owned,0,Tier-1,Graduate,Married,161,65.84,MANUAL_REVIEW,33.98,2.56
38,679594,599,Salaried,1263098,19203,Medical,60,4.1,4.1,1,Rented,1,Tier-2,Graduate,Married,192,39.42,REJECTED,81.85,1.86
38,300000,597,Salaried,947368,5383,Business,60,0.8,1.7,3,Rented,3,Metro,Graduate,Married,73,23.14,REJECTED,102.98,3.16
21,1991597,666,Salaried,10000000,0,Home,240,0.0,0.0,0,Rented,1,Tier-2,High-School,Married,235,39.8,REJECTED,60.16,5.02
55,396819,760,Salaried,1471997,10186,Business,84,7.6,21.5,1,Owned,3,Tier-1,Post-Graduate,Married,95,65.0,MANUAL_REVIEW,105.86,3.71
47,1528976,726,Government,5961250,33332,Education,120,0.9,0.9,2,Family-Owned,1,Tier-3,Post-Graduate,Married,50,54.18,MANUAL_REVIEW,89.29,3.9
31,1469711,613,Salaried,8299002,26748,Home,180,0.6,9.9,1,Owned,0,Tier-1,High-School,Married,216,34.68,REJECTED,96.74,5.65
23,995549,530,Self-Employed,7925584,11377,Home,300,1.3,1.3,1,Family-Owned,4,Tier-3,Graduate,Married,198,23.36,REJECTED,103.91,7.96
38,1188177,698,Self-Employed,1708285,19806,Medical,24,3.5,3.5,1,Rented,0,Metro,High-School,Married,111,52.8,MANUAL_REVIEW,100.01,1.44
35,1174175,760,Government,1550299,34447,Education,84,11.8,11.8,1,Owned,2,Tier-2,Professional,Married,34,80.26,APPROVED,61.92,1.32
38,1358518,616,Freelancer,1546048,38878,Medical,36,2.0,15.0,2,Family-Owned,3,Tier-2,Post-Graduate,Married,161,42.0,MANUAL_REVIEW,78.73,1.14
36,1303731,654,Salaried,7470579,11789,Home,300,2.2,8.6,1,Family-Owned,0,Tier-1,High-School,Married,40,46.92,MANUAL_REVIEW,75.77,5.73
40,3683902,582,Salaried,10000000,43618,Business,84,3.8,16.8,1,Owned,2,Tier-3,Professional,Single,18,38.0,REJECTED,69.13,2.71
49,902589,754,Government,7837632,0,Home,300,0.8,0.8,0,Rented,0,Metro,High-School,Married,184,54.96,MANUAL_REVIEW,98.39,8.68
40,1172615,611,Salaried,10000000,31931,Home,180,5.4,18.0,4,Owned,2,Tier-2,High-School,Married,230,41.4,MANUAL_REVIEW,145.8,8.53
24,479659,706,Self-Employed,622914,0,Vehicle,60,0.2,0.2,0,Family-Owned,3,Tier-1,High-School,Married,202,66.94,MANUAL_REVIEW,33.5,1.3
48,1443969,802,Government,7657919,0,Home,300,2.9,17.3,0,Company-Provided,1,Tier-1,Post-Graduate,Married,19,66.2,MANUAL_REVIEW,60.09,5.3
51,1415217,740,Salaried,2806052,0,Personal,48,2.4,10.4,0,Rented,1,Tier-1,Professional,Married,78,60.48,MANUAL_REVIEW,60.92,1.98
66,1347627,783,Self-Employed,1999098,22541,Medical,48,1.8,1.8,3,Owned,1,Metro,High-School,Single,201,63.56,MANUAL_REVIEW,65.65,1.48
23,1031546,535,Salaried,6265136,25193,Business,60,0.7,1.9,2,Family-Owned,3,Tier-2,Professional,Single,199,17.68,REJECTED,185.96,6.07
37,780914,763,Self-Employed,2048871,17492,Personal,12,2.2,2.2,1,Rented,5,Metro,Graduate,Single,83,60.54,MANUAL_REVIEW,304.41,2.62
21,1090989,783,Salaried,2982463,26876,Personal,36,0.0,0.0,3,Rented,1,Tier-3,Post-Graduate,Married,8,57.3,MANUAL_REVIEW,136.18,2.73
40,2701455,727,Government,2571013,26138,Personal,60,6.3,6.3,3,Owned,0,Tier-1,Professional,Single,9,82.76,APPROVED,36.16,0.95
29,1040043,795,Self-Employed,8915946,32877,Home,360,5.1,5.9,1,Rented,0,Tier-2,High-School,Married,178,59.88,MANUAL_REVIEW,132.03,8.57
54,1041201,614,Salaried,7575631,9222,Home,360,7.8,8.4,1,Rented,2,Metro,Graduate,Divorced,204,40.38,REJECTED,90.49,7.28
27,414276,443,Salaried,1114335,3535,Education,60,1.6,3.5,3,Owned,2,Metro,Post-Graduate,Married,20,35.7,REJECTED,79.62,2.69
21,505271,649,Salaried,1495453,7067,Education,120,0.0,0.0,1,Owned,1,Metro,Graduate,Married,185,39.9,REJECTED,64.71,2.96
30,1136282,530,Salaried,10000000,37691,Home,300,0.5,5.1,1,Rented,0,Tier-2,High-School,Single,225,23.92,REJECTED,139.52,8.8
21,2536114,670,Freelancer,10000000,25733,Home,180,0.0,0.0,2,Rented,4,Tier-1,Post-Graduate,Married,201,44.5,MANUAL_REVIEW,64.48,3.94
42,935234,664,Salaried,1546995,28240,Education,60,2.8,4.9,2,Owned,4,Tier-1,High-School,Married,117,55.38,MANUAL_REVIEW,78.9,1.65
21,1495824,608,Government,3624345,0,Education,84,0.0,0.0,0,Owned,1,Tier-3,Professional,Single,81,50.6,MANUAL_REVIEW,49.02,2.42
35,655207,557,Self-Employed,1861682,0,Personal,60,6.5,11.7,0,Owned,3,Metro,Graduate,Single,192,36.44,REJECTED,73.29,2.84
21,300000,827,Salaried,2610415,3693,Home,300,0.0,0.0,2,Company-Provided,3,Metro,Professional,Married,22,52.2,MANUAL_REVIEW,113.36,8.7
31,695151,502,Salaried,2305113,0,Business,60,4.2,5.1,0,Owned,2,Tier-2,Post-Graduate,Married,22,32.32,REJECTED,85.53,3.32
51,300000,718,Salaried,479940,3318,Medical,60,2.4,7.5,3,Family-Owned,2,Metro,High-School,Divorced,11,63.1,MANUAL_REVIEW,54.54,1.6
38,2748976,611,Self-Employed,10000000,0,Home,180,1.1,7.4,0,Rented,2,Metro,Graduate,Married,184,50.28,MANUAL_REVIEW,48.25,3.64
26,300000,556,Government,1631927,8342,Home,180,3.1,3.1,1,Rented,3,Tier-1,Post-Graduate,Married,177,35.42,REJECTED,105.53,5.44
34,703568,703,Salaried,3315083,20755,Business,120,0.9,0.9,1,Company-Provided,0,Tier-3,Graduate,Married,53,43.78,MANUAL_REVIEW,111.69,4.71
35,410098,776,Salaried,499178,11539,Medical,12,5.1,5.1,1,Rented,0,Metro,Graduate,Single,136,71.02,APPROVED,162.52,1.22
39,789829,748,Government,2531369,0,Home,180,4.3,4.3,0,Rented,2,Metro,Post-Graduate,Married,17,74.56,APPROVED,42.51,3.2
21,1166173,700,Salaried,9816919,0,Home,360,0.0,0.0,0,Rented,0,Tier-3,Post-Graduate,Married,59,46.3,MANUAL_REVIEW,92.4,8.42
40,979300,775,Salaried,8739960,14061,Home,240,3.9,11.5,1,Company-Provided,0,Tier-1,Post-Graduate,Single,57,62.7,MANUAL_REVIEW,124.15,8.92
21,300000,642,Salaried,604494,9098,Personal,48,0.0,0.0,1,Owned,1,Metro,Graduate,Married,167,34.9,REJECTED,98.3,2.01
28,854809,728,Government,899826,8659,Vehicle,48,0.3,0.3,1,Rented,0,Metro,High-School,Divorced,70,65.66,MANUAL_REVIEW,44.5,1.05
30,753401,629,Salaried,2675835,0,Business,180,1.6,1.6,0,Company-Provided,3,Tier-1,Professional,Married,138,41.72,MANUAL_REVIEW,47.11,3.55
41,937999,790,Self-Employed,1093051,15836,Personal,12,1.7,3.2,1,Owned,1,Metro,Graduate,Married,75,61.84,MANUAL_REVIEW,143.52,1.17
35,922426,600,Salaried,2896332,18368,Business,60,4.5,8.0,1,Company-Provided,2,Tier-2,Post-Graduate,Married,20,39.3,REJECTED,104.88,3.14
21,3412002,700,Salaried,10000000,0,Home,300,0.0,0.0,0,Family-Owned,0,Tier-1,Graduate,Single,67,72.5,APPROVED,33.21,2.93
25,300000,670,Salaried,572502,0,Personal,48,1.9,1.9,0,Owned,2,Tier-2,Graduate,Single,57,50.38,MANUAL_REVIEW,58.63,1.91
36,821489,820,Salaried,1241136,8236,Education,60,0.6,9.2,1,Owned,3,Tier-1,Graduate,Married,154,69.74,MANUAL_REVIEW,51.0,1.51
34,818475,748,Government,3914943,18685,Home,360,5.2,11.4,1,Owned,4,Tier-1,High-School,Single,69,66.18,MANUAL_REVIEW,79.9,4.78
29,1807137,604,Salaried,10000000,0,Home,240,2.0,2.0,0,Owned,2,Tier-3,Graduate,Married,117,37.7,REJECTED,66.3,5.53
30,688584,786,Salaried,1356137,15367,Personal,12,1.7,1.7,1,Rented,1,Metro,Professional,Married,39,62.74,MANUAL_REVIEW,235.11,1.97
41,1783723,625,Self-Employed,8842057,59108,Business,120,3.5,3.5,2,Company-Provided,1,Metro,High-School,Married,59,37.6,REJECTED,120.03,4.96
29,968993,689,Salaried,1941720,23134,Personal,24,2.9,2.9,3,Rented,0,Tier-3,Graduate,Married,206,49.68,MANUAL_REVIEW,140.17,2.0
34,362818,717,Self-Employed,1371930,6629,Home,300,8.4,8.4,1,Rented,1,Metro,Professional,Married,13,61.78,MANUAL_REVIEW,64.77,3.78
56,2647769,583,Salaried,10000000,74370,Home,360,2.6,23.5,1,Owned,2,Tier-3,High-School,Single,233,40.3,REJECTED,75.16,3.78
21,1295507,645,Self-Employed,4652684,21644,Home,180,0.0,0.0,2,Rented,2,Tier-3,High-School,Married,138,37.2,REJECTED,67.69,3.59
21,884380,799,Salaried,6986839,19151,Home,300,0.0,0.0,4,Rented,3,Tier-1,Professional,Divorced,95,52.4,MANUAL_REVIEW,115.5,7.9
42,2449549,804,Salaried,3335652,23809,Education,60,4.8,9.4,1,Family-Owned,1,Tier-2,Post-Graduate,Married,206,83.08,APPROVED,46.79,1.36
28,1433942,788,Self-Employed,8754420,23516,Home,180,1.0,1.0,2,Rented,1,Metro,Graduate,Single,26,54.1,MANUAL_REVIEW,100.66,6.11
31,3043721,685,Government,10000000,65549,Business,84,2.6,8.1,1,Family-Owned,2,Tier-2,Graduate,Married,112,49.22,MANUAL_REVIEW,92.32,3.29
27,1745653,807,Government,10000000,0,Business,120,0.5,0.5,0,Family-Owned,5,Tier-2,Professional,Married,92,51.2,MANUAL_REVIEW,92.76,5.73
32,1107494,594,Government,2366817,28674,Education,60,4.6,8.3,2,Owned,1,Metro,High-School,Married,92,46.06,MANUAL_REVIEW,86.19,2.14
50,721664,711,Self-Employed,1485062,7800,Personal,12,1.2,1.2,1,Owned,3,Tier-1,Graduate,Married,97,51.94,MANUAL_REVIEW,230.64,2.06
43,1052697,639,Government,4375979,0,Home,180,3.2,17.8,0,Owned,2,Tier-3,Graduate,Married,76,53.3,MANUAL_REVIEW,55.14,4.16
43,931815,547,Self-Employed,3612774,0,Education,60,9.6,13.8,0,Rented,0,Tier-3,High-School,Single,231,36.96,REJECTED,100.0,3.88
21,1941814,716,Salaried,3091655,54881,Medical,60,0.0,0.0,3,Owned,3,Tier-3,Graduate,Married,98,54.8,MANUAL_REVIEW,74.98,1.59
23,1386461,736,Government,2337596,42754,Personal,60,0.8,0.8,3,Rented,0,Tier-2,Graduate,Married,221,54.96,MANUAL_REVIEW,80.49,1.69
21,1003703,675,Salaried,5244892,0,Home,240,0.0,0.0,0,Owned,2,Metro,Professional,Married,188,41.4,MANUAL_REVIEW,62.6,5.23
26,966807,769,Salaried,3386583,14849,Business,84,0.9,0.9,2,Rented,1,Tier-1,Graduate,Married,160,53.78,MANUAL_REVIEW,89.3,3.5
44,8043637,826,Salaried,10000000,0,Personal,12,0.9,20.5,0,Owned,2,Tier-2,Professional,Married,188,64.5,MANUAL_REVIEW,131.51,1.24
40,440171,631,Salaried,797893,12090,Personal,48,5.5,9.2,1,Rented,3,Metro,Post-Graduate,Single,26,46.24,MANUAL_REVIEW,88.65,1.81
32,487642,775,Salaried,777036,6262,Personal,60,6.1,8.4,3,Company-Provided,2,Tier-3,Post-Graduate,Married,167,71.98,APPROVED,56.51,1.59
34,648010,760,Government,6050179,0,Home,300,3.7,6.6,0,Rented,2,Tier-3,Graduate,Married,209,64.52,MANUAL_REVIEW,105.78,9.34
28,678811,736,Salaried,825066,14539,Personal,36,3.2,3.2,1,Rented,3,Tier-2,Graduate,Married,150,59.94,MANUAL_REVIEW,73.11,1.22
37,1078456,771,Self-Employed,1568133,30492,Personal,36,5.0,7.5,2,Family-Owned,0,Tier-1,High-School,Divorced,11,67.4,MANUAL_REVIEW,90.64,1.45
42,667588,784,Salaried,722778,12013,Medical,60,4.0,7.6,2,Owned,2,Tier-2,Graduate,Married,134,78.72,APPROVED,49.52,1.08
21,754520,537,Self-Employed,3636002,6783,Home,360,0.0,0.0,1,Owned,5,Metro,Post-Graduate,Married,124,27.9,REJECTED,63.68,4.82
37,1198075,809,Salaried,3401488,26156,Education,84,6.0,13.5,2,Company-Provided,3,Tier-1,Post-Graduate,Widowed,142,74.3,APPROVED,83.64,2.84
44,949246,681,Self-Employed,1368284,27956,Medical,48,9.3,19.7,3,Family-Owned,1,Tier-2,Post-Graduate,Single,47,55.5,MANUAL_REVIEW,79.63,1.44
30,1245001,696,Salaried,4212140,13746,Home,240,1.1,1.1,1,Owned,1,Tier-2,Graduate,Married,91,53.12,MANUAL_REVIEW,53.78,3.38
42,2066738,850,Government,6218354,0,Business,84,6.8,16.0,0,Owned,2,Tier-1,Graduate,Single,171,70.7,MANUAL_REVIEW,60.88,3.01
63,2223403,846,Self-Employed,9760075,20175,Home,360,8.4,8.4,1,Rented,0,Tier-3,Post-Graduate,Single,6,69.78,MANUAL_REVIEW,59.07,4.39
33,1981988,630,Self-Employed,6921689,56604,Home,300,0.1,0.1,2,Company-Provided,3,Metro,Post-Graduate,Married,33,38.02,REJECTED,73.84,3.49
38,1637292,654,Salaried,2536711,0,Education,84,2.3,4.7,0,Rented,0,Tier-2,Graduate,Divorced,213,69.14,MANUAL_REVIEW,31.35,1.55
27,641324,655,Salaried,2249873,0,Business,180,1.8,1.8,0,Owned,2,Tier-3,Post-Graduate,Single,79,49.96,MANUAL_REVIEW,46.54,3.51
36,1144001,672,Salaried,6199735,0,Home,300,6.4,12.1,0,Rented,3,Tier-2,Graduate,Married,98,50.62,MANUAL_REVIEW,61.4,5.42
39,703995,577,Salaried,2404611,0,Education,120,6.2,13.4,0,Owned,2,Tier-1,Post-Graduate,Married,115,43.68,MANUAL_REVIEW,55.31,3.42
36,948587,668,Self-Employed,4292674,14239,Home,300,1.2,1.3,2,Owned,2,Metro,Graduate,Married,83,45.46,MANUAL_REVIEW,69.29,4.53
24,856006,578,Government,6582840,0,Home,180,1.0,1.0,0,Owned,1,Metro,Graduate,Married,125,28.6,REJECTED,102.01,7.69
37,1443719,710,Self-Employed,1474831,25181,Personal,24,0.7,4.0,2,Rented,2,Metro,Graduate,Married,179,52.9,MANUAL_REVIEW,77.78,1.02
49,1494487,775,Salaried,4547835,0,Education,84,6.3,16.7,0,Rented,4,Tier-1,Post-Graduate,Married,146,70.6,MANUAL_REVIEW,61.57,3.04
39,1438166,643,Self-Employed,10000000,15112,Home,300,3.1,9.7,4,Family-Owned,0,Tier-1,Post-Graduate,Married,71,37.54,REJECTED,91.39,6.95
44,344361,709,Self-Employed,996395,3701,Education,60,1.8,15.6,1,Rented,0,Tier-3,Graduate,Divorced,153,58.8,MANUAL_REVIEW,87.53,2.89
32,2484977,844,Salaried,8218588,0,Business,84,1.9,10.0,0,Rented,1,Metro,Graduate,Married,71,59.4,MANUAL_REVIEW,66.92,3.31
42,683124,611,Salaried,3629339,16187,Home,240,5.3,8.8,2,Family-Owned,2,Tier-2,Graduate,Single,23,41.66,MANUAL_REVIEW,92.09,5.31
37,625361,650,Self-Employed,1620235,13844,Personal,12,4.6,10.5,1,Owned,1,Tier-2,Graduate,Married,74,49.9,MANUAL_REVIEW,300.62,2.59
25,582852,744,Salaried,3510985,9117,Home,240,3.7,3.7,1,Owned,2,Tier-2,High-School,Married,159,53.14,MANUAL_REVIEW,90.94,6.02
38,3787676,775,Salaried,7252100,74434,Education,84,3.2,9.2,4,Owned,2,Tier-1,High-School,Married,73,74.74,APPROVED,62.32,1.91
25,601144,756,Salaried,4296154,10843,Business,180,1.2,1.2,1,Owned,1,Tier-1,Professional,Single,126,50.14,MANUAL_REVIEW,116.44,7.15
28,642165,511,Salaried,958300,16509,Medical,24,2.8,2.8,2,Owned,3,Tier-2,Post-Graduate,Married,236,37.26,REJECTED,113.9,1.49
36,822257,589,Self-Employed,7104302,24573,Home,180,7.2,11.3,1,Company-Provided,0,Metro,Post-Graduate,Single,228,31.56,REJECTED,150.47,8.64
37,773938,576,Salaried,736366,21253,Personal,12,1.8,11.5,2,Owned,0,Tier-1,Graduate,Single,9,36.8,REJECTED,133.6,0.95
23,768113,576,Self-Employed,1238664,0,Personal,48,1.5,1.5,0,Owned,0,Tier-3,Graduate,Married,178,39.4,REJECTED,49.55,1.61
45,985632,734,Salaried,4592265,8322,Business,180,1.1,17.8,3,Rented,3,Tier-3,High-School,Married,62,47.8,MANUAL_REVIEW,71.94,4.66
40,1654997,720,Salaried,2354051,0,Medical,24,5.7,17.5,0,Owned,3,Metro,Graduate,Married,144,67.2,MANUAL_REVIEW,79.16,1.42
27,933636,584,Salaried,1212738,10103,Personal,48,4.0,4.6,1,Owned,3,Tier-2,Post-Graduate,Married,71,41.02,MANUAL_REVIEW,52.89,1.3
21,486827,625,Salaried,789350,9282,Vehicle,60,0.0,0.0,4,Rented,1,Tier-1,Graduate,Married,14,38.6,REJECTED,64.7,1.62
33,664454,626,Salaried,1295581,0,Vehicle,60,4.1,6.9,0,Company-Provided,2,Tier-1,Graduate,Single,82,51.58,MANUAL_REVIEW,50.29,1.95
30,742386,795,Salaried,1207371,0,Personal,36,5.8,5.8,0,Owned,1,Metro,Professional,Married,125,70.46,MANUAL_REVIEW,63.43,1.63
36,1125671,693,Salaried,2647610,33351,Personal,36,1.7,14.5,1,Owned,2,Tier-1,Post-Graduate,Single,67,49.2,MANUAL_REVIEW,127.29,2.35
31,1960855,615,Self-Employed,3369285,27957,Personal,24,2.1,8.7,4,Family-Owned,3,Tier-1,Post-Graduate,Single,175,41.74,MANUAL_REVIEW,112.73,1.72
21,667083,511,Salaried,1677378,20217,Education,60,0.0,0.0,2,Owned,0,Tier-1,High-School,Married,149,33.2,REJECTED,101.22,2.51
31,1141532,730,Salaried,1349308,0,Personal,24,5.2,6.9,0,Rented,2,Tier-3,Graduate,Married,215,62.68,MANUAL_REVIEW,65.78,1.18
31,3333627,706,Self-Employed,7559587,36948,Personal,60,3.6,3.6,2,Owned,1,Metro,Graduate,Single,42,57.82,MANUAL_REVIEW,71.79,2.27
41,1924947,563,Salaried,8796872,19535,Home,360,2.5,11.0,1,Family-Owned,3,Tier-2,Graduate,Married,34,35.8,REJECTED,62.34,4.57
28,770991,632,Salaried,1357244,24030,Medical,48,0.4,0.4,4,Rented,4,Tier-3,High-School,Married,165,37.48,REJECTED,91.49,1.76
51,3070169,777,Salaried,4220931,38017,Medical,36,0.9,12.5,1,Owned,3,Tier-3,Graduate,Married,87,65.0,MANUAL_REVIEW,68.48,1.37
21,978608,661,Salaried,6773726,19501,Home,240,0.0,0.0,1,Company-Provided,0,Tier-2,Graduate,Married,96,37.9,REJECTED,106.84,6.92
48,300000,653,Salaried,2112150,4944,Business,120,7.3,19.7,1,Rented,1,Tier-1,High-School,Single,83,42.2,MANUAL_REVIEW,133.78,7.04
